,LCS0076 time start,LCS0076 time end,LCS0076,LCS0104 time start,LCS0104 time end,LCS0104
0,2024-09-19 12:41:00,2024-09-19 12:45:00,3.8025,2024-09-19 12:41:00,2024-09-19 12:45:00,3.1799999999999997
1,2024-09-19 12:45:00,2024-09-19 12:55:00,2.5509999999999993,2024-09-19 12:45:00,2024-09-19 12:55:00,2.732
2,2024-09-19 13:09:00,2024-09-19 13:50:00,13.75,2024-09-19 13:09:00,2024-09-19 13:50:00,14.825555555555557
3,2024-09-19 13:56:00,2024-09-19 14:11:00,6.419333333333333,2024-09-19 13:56:00,2024-09-19 14:11:00,6.671333333333333
4,2024-09-19 14:15:00,2024-09-19 14:30:00,8.328666666666667,2024-09-16 00:03:00,2024-09-19 14:30:00,2.6209810426540288
5,2024-09-19 13:34:00,2024-09-19 14:50:00,9.55855072463768,2024-09-19 13:34:00,2024-09-19 14:50:00,11.33757142857143
6,2024-09-19 14:54:00,2024-09-19 15:09:00,8.224666666666668,2024-09-19 14:54:00,2024-09-19 15:09:00,9.250666666666666
7,2024-09-19 15:55:00,2024-09-19 16:10:00,14.324666666666669,2024-09-19 15:55:00,2024-09-19 16:10:00,14.534285714285716
8,2024-09-19 16:11:00,2024-09-19 16:29:00,13.52235294117647,2024-09-19 16:11:00,2024-09-19 16:29:00,18.65857142857143
9,2024-09-19 16:51:00,2024-09-19 17:08:00,12.566470588235294,2024-09-19 16:51:00,2024-09-19 17:08:00,12.509411764705883
10,2024-09-19 16:31:00,2024-09-19 16:49:00,13.8,2024-09-19 16:31:00,2024-09-19 16:49:00,16.31111111111111
