,1 um,2.5 um,4 um,10 um,2.5/10,1/10
Background,0.12977685507707207,0.13377615408338447,0.13407610187740387,0.13427606552640722,0.9962769877039297,0.9664928337623184
Increase,6.228450225612876,7.076335449701264,7.197445960798481,7.248330293944425,0.9762711083424477,0.8592944820431815
2024-10-16 10:40:00,18.71757206775435,21.503736431988308,21.8627687667941,21.96538060593914,0.9789831015345116,0.8521396648457517
2024-10-16 10:50:00,20.972046482854473,23.933103375100433,24.29318328557556,24.398884110788195,0.9809097525291408,0.8595494116709004
2024-10-16 11:00:00,22.666987633711447,25.69551009601321,26.04716227563857,26.149859394666453,0.9826251724035688,0.8668110712034889
2024-10-16 11:10:00,24.140055840631668,27.22028322870777,27.559702541835108,27.656430897494218,0.9842297919640107,0.8728550668777312
2024-10-16 11:20:00,25.36223506027391,28.495836944874917,28.82604731788325,28.920064904201155,0.9853310163469028,0.8769771141346779
2024-10-16 11:30:00,26.260249720111016,29.42198261878843,29.74345478835416,29.83511194144192,0.9861529152810169,0.880179359529558
2024-10-16 11:40:00,26.97565678903211,30.164174869817735,30.47957617301304,30.568631151711486,0.9867689109176514,0.8824620459827751
2024-10-16 11:50:00,27.553979559766294,30.78269726457148,31.096156396150143,31.18358863254268,0.9871441554499972,0.883605151557554
2024-10-16 12:00:00,28.101840691485,31.38398801545099,31.69734624105353,31.783687101078286,0.9874243952768545,0.8841592418813996
2024-10-16 12:10:00,28.579013883836137,31.913491339725567,32.22850270720581,32.31391055932882,0.9876084567707125,0.884418301256502
2024-10-16 12:20:00,29.9508247576514,33.379590550517555,33.690176639572385,33.77228291580353,0.9883723476359303,0.8868463180982088
