,1 um,2.5 um,4 um,10 um,2.5/10,1/10
Background,0.06760718630207185,0.15098509603115473,0.200821592055559,0.27723581774648104,0.5446089082516149,0.24386165846685584
Increase,4.875112759081271,23.69508676419401,40.45511913292351,81.85955790402635,0.2894602337331771,0.05955459428203782
2024-10-16 10:40:00,15.513476065770373,76.29299046157071,125.8584846685757,198.7892574808248,0.3837882963516272,0.0780398109151688
2024-10-16 10:50:00,17.312370502624162,81.2271599799414,130.6928562415165,207.3494301766143,0.39174045431788473,0.08349369703055359
2024-10-16 11:00:00,18.618789209698686,83.28320811935261,131.49808561137957,205.1309897768136,0.40600012806434715,0.09076536524274699
2024-10-16 11:10:00,19.737612137292228,84.77825651326694,131.13368933159455,201.1310634561994,0.42150752378301437,0.09813308694402899
2024-10-16 11:20:00,20.696025257366383,86.12565574773733,131.10146382821299,199.80906781718346,0.43103977556483336,0.10357900911835663
2024-10-16 11:30:00,21.37700858499751,86.89574083525036,130.61321698587696,197.92705686045835,0.43902911614814344,0.10800447864017215
2024-10-16 11:40:00,21.9632728059028,87.66307521514477,130.4996754406781,196.28620319197162,0.4466084410905265,0.11189412423665
2024-10-16 11:50:00,22.45428642376651,88.79133985255577,131.31573108934958,196.08692075463082,0.4528162281851675,0.11451190287119763
2024-10-16 12:00:00,22.94658725276688,90.27045675725458,132.71833377226676,196.59674887672944,0.45916556236571426,0.11671905758296594
2024-10-16 12:10:00,23.375006402180833,91.65784083829013,134.20328661604742,197.27251935829972,0.46462548933039655,0.11849094074641771
2024-10-16 12:20:00,24.501910674461957,94.24786216168476,136.10710452341246,197.6401773971344,0.47686590552033814,0.1239723167482707
